,Position,Driver,Car,Time / Gap,Laps
14,1,Adrian Sutil,Force India Mercedes,1:56.583,18
8,2,Fernando Alonso,Ferrari,+0.183s,18
11,3,Robert Kubica,Renault,+0.458s,19
7,4,Felipe Massa,Ferrari,+0.472s,19
1,5,Jenson Button,McLaren Mercedes,+0.485s,19
2,6,Lewis Hamilton,McLaren Mercedes,+0.580s,19
15,7,Vitantonio Liuzzi,Force India Mercedes,+0.611s,19
4,8,Nico Rosberg,Mercedes,+0.616s,15
6,9,Mark Webber,RBR Renault,+0.672s,17
3,10,Michael Schumacher,Mercedes,+1.079s,16
17,11,Jaime Alguersuari,STR Ferrari,+1.139s,18
10,12,Nico Hulkenberg,Williams Cosworth,+1.311s,20
5,13,Sebastian Vettel,RBR Renault,+1.360s,17
16,14,Sebastien Buemi,STR Ferrari,+1.816s,13
9,15,Rubens Barrichello,Williams Cosworth,+2.199s,11
12,16,Vitaly Petrov,Renault,+2.297s,13
22,17,Pedro de la Rosa,Sauber Ferrari,+3.667s,18
23,18,Kamui Kobayashi,Sauber Ferrari,+4.805s,11
24,19,Timo Glock,Virgin Cosworth,+7.097s,8
19,20,Heikki Kovalainen,Lotus Cosworth,+7.265s,21
18,21,Jarno Trulli,Lotus Cosworth,+7.387s,15
25,22,Lucas di Grassi,Virgin Cosworth,,2
21,23,Bruno Senna,HRT Cosworth,,3
