,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:22.020
6,2,Nico Rosberg,Mercedes,1:22.595
5,3,Sebastian Vettel,Ferrari,1:22.739
3,4,Daniel Ricciardo,Red Bull Racing Renault,1:22.774
7,5,Kimi Räikkönen,Ferrari,1:23.020
77,6,Valtteri Bottas,Williams Mercedes,1:23.222
26,7,Daniil Kvyat,Red Bull Racing Renault,1:23.332
19,8,Felipe Massa,Williams Mercedes,1:23.537
33,9,Max Verstappen,STR Renault,1:23.679
8,10,Romain Grosjean,Lotus Mercedes,1:24.181
27,11,Nico Hulkenberg,Force India Mercedes,1:23.826
55,12,Carlos Sainz,STR Renault,1:23.869
11,13,Sergio Perez,Force India Mercedes,1:24.461
13,14,Pastor Maldonado,Lotus Mercedes,1:24.609
14,15,Fernando Alonso,McLaren Honda,
22,16,Jenson Button,McLaren Honda,1:24.739
9,17,Marcus Ericsson,Sauber Ferrari,1:24.843
12,18,Felipe Nasr,Sauber Ferrari,1:24.997
98,19,Roberto Merhi,Marussia Ferrari,1:27.416
28,20,Will Stevens,Marussia Ferrari,1:27.949
