,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,69,1:46:09.985,25
26,2,Daniil Kvyat,Red Bull Racing Renault,69,+15.748s,18
3,3,Daniel Ricciardo,Red Bull Racing Renault,69,+25.084s,15
33,4,Max Verstappen,STR Renault,69,+44.251s,12
14,5,Fernando Alonso,McLaren Honda,69,+49.079s,10
44,6,Lewis Hamilton,Mercedes,69,+52.025s,8
8,7,Romain Grosjean,Lotus Mercedes,69,+58.578s,6
6,8,Nico Rosberg,Mercedes,69,+58.876s,4
22,9,Jenson Button,McLaren Honda,69,+67.028s,2
9,10,Marcus Ericsson,Sauber Ferrari,69,+69.130s,1
12,11,Felipe Nasr,Sauber Ferrari,69,+73.458s,0
19,12,Felipe Massa,Williams Mercedes,69,+74.278s,0
77,13,Valtteri Bottas,Williams Mercedes,69,+80.228s,0
13,14,Pastor Maldonado,Lotus Mercedes,69,+85.142s,0
98,15,Roberto Merhi,Marussia Ferrari,67,+2 laps,0
28,16,Will Stevens,Marussia Ferrari,65,DNF,0
55,NC,Carlos Sainz,STR Renault,60,DNF,0
7,NC,Kimi Räikkönen,Ferrari,55,DNF,0
11,NC,Sergio Perez,Force India Mercedes,53,DNF,0
27,NC,Nico Hulkenberg,Force India Mercedes,41,DNF,0
