,Position,Driver,Car,Time
2,1,Jackie Stewart,Matra Ford,3:00.600
4,2,Denny Hulme,McLaren Ford,3:02.400
15,3,Jochen Rindt,Lotus Ford,3:02.500
11,4,Jacky Ickx,Brabham Climax,3:02.600
7,5,Jean-Pierre Beltoise,Matra Ford,3:02.900
6,6,Chris Amon,Ferrari,3:04.200
5,7,Bruce McLaren,McLaren Ford,3:05.500
1,8,Graham Hill,Lotus Ford,3:05.900
3,9,Jo Siffert,Lotus Ford,3:06.300
10,10,Vic  Elford ,McLaren Ford,3:08.000
9,11,Piers   Courage,Brabham Ford,3:09.900
14,12,John   Miles,Lotus Ford,3:12.800
12,13,Silvio  Moser ,Brabham Ford,3:14.600
