,Position,Driver,Car,Laps,Time,Points
2,1,Jackie Stewart,Matra Ford,38,1:56:47.400,9
7,2,Jean-Pierre Beltoise,Matra Ford,38,+57.100s,6
11,3,Jacky Ickx,Brabham Ford,38,+57.300s,4
5,4,Bruce McLaren,McLaren Ford,37,+1 lap,3
10,5,Vic  Elford ,McLaren Ford,37,+1 lap,2
1,6,Graham Hill,Lotus Ford,37,+1 lap,1
12,7,Silvio  Moser ,Brabham Ford,36,+2 laps,0
4,8,Denny Hulme,McLaren Ford,35,+3 laps,0
3,9,Jo Siffert,Lotus Ford,34,+4 laps,0
6,NC,Chris Amon,Ferrari,30,DNF,0
15,NC,Jochen Rindt,Lotus Ford,22,DNF,0
9,NC,Piers   Courage,Brabham Ford,21,DNF,0
14,NC,John   Miles,Lotus Ford,1,DNF,0
