,Position,Driver,Car,Time / Gap,Laps
3,1,Jacques Villeneuve,Williams Renault,1:25.755,29
22,2,Rubens Barrichello,Stewart Ford,+0.938s,24
14,3,Olivier Panis,Prost Mugen Honda,+1.228s,23
8,4,Gerhard Berger,Benetton Renault,+1.262s,30
5,5,Michael Schumacher,Ferrari,+1.297s,30
12,6,Giancarlo Fisichella,Jordan Peugeot,+1.374s,29
4,7,Heinz-Harald Frentzen,Williams Renault,+1.414s,30
16,8,Johnny Herbert,Sauber Petronas,+1.947s,24
11,9,Ralf Schumacher,Jordan Peugeot,+2.068s,30
7,10,Jean Alesi,Benetton Renault,+2.224s,22
6,11,Eddie Irvine,Ferrari,+2.382s,28
10,12,David Coulthard,McLaren Mercedes,+2.408s,27
1,13,Damon Hill,Arrows Yamaha,+3.177s,26
17,14,Nicola Larini,Sauber Petronas,+3.398s,29
18,15,Jos Verstappen,Tyrrell Ford,+3.547s,29
9,16,Mika Hakkinen,McLaren Mercedes,+3.671s,27
19,17,Mika Salo,Tyrrell Ford,+4.138s,20
15,18,Shinji Nakano,Prost Mugen Honda,+4.314s,30
23,19,Jan Magnussen,Stewart Ford,+4.621s,30
20,20,Ukyo Katayama,Minardi Hart,+4.791s,10
2,21,Pedro Diniz,Arrows Yamaha,+4.972s,22
21,22,Jarno Trulli,Minardi Hart,+5.514s,14
