,Position,Driver,Car,Time / Gap,Laps
4,1,Heinz-Harald Frentzen,Williams Renault,1:24.874,27
3,2,Jacques Villeneuve,Williams Renault,+0.830s,30
5,3,Michael Schumacher,Ferrari,+1.485s,30
11,4,Ralf Schumacher,Jordan Peugeot,+1.581s,29
16,5,Johnny Herbert,Sauber Petronas,+1.620s,28
8,6,Gerhard Berger,Benetton Renault,+1.829s,25
14,7,Olivier Panis,Prost Mugen Honda,+1.898s,30
12,8,Giancarlo Fisichella,Jordan Peugeot,+1.915s,29
7,9,Jean Alesi,Benetton Renault,+1.961s,22
22,10,Rubens Barrichello,Stewart Ford,+2.355s,23
18,11,Jos Verstappen,Tyrrell Ford,+2.549s,27
6,12,Eddie Irvine,Ferrari,+2.594s,25
10,13,David Coulthard,McLaren Mercedes,+2.622s,30
19,14,Mika Salo,Tyrrell Ford,+2.894s,28
15,15,Shinji Nakano,Prost Mugen Honda,+3.011s,27
9,16,Mika Hakkinen,McLaren Mercedes,+3.212s,25
20,17,Ukyo Katayama,Minardi Hart,+3.726s,29
1,18,Damon Hill,Arrows Yamaha,+3.780s,21
23,19,Jan Magnussen,Stewart Ford,+3.836s,10
2,20,Pedro Diniz,Arrows Yamaha,+3.979s,16
17,21,Nicola Larini,Sauber Petronas,+4.244s,11
21,22,Jarno Trulli,Minardi Hart,+4.266s,29
