,Position,Driver,Car,Laps,Time,Points
3,1,Jacques Villeneuve,Williams Renault,72,1:52:01.715,10
6,2,Eddie Irvine,Ferrari,72,+0.979s,6
11,3,Ralf Schumacher,Jordan Peugeot,72,+12.089s,4
16,4,Johnny Herbert,Sauber Petronas,72,+29.919s,3
9,5,Mika Hakkinen,McLaren Mercedes,72,+30.351s,2
8,6,Gerhard Berger,Benetton Renault,72,+31.393s,1
7,7,Jean Alesi,Benetton Renault,72,+46.359s,0
19,8,Mika Salo,Tyrrell Ford,71,+1 lap,0
21,9,Jarno Trulli,Minardi Hart,71,+1 lap,0
23,10,Jan Magnussen,Stewart Ford,66,DNF,0
17,NC,Nicola Larini,Sauber Petronas,63,DNF,0
2,NC,Pedro Diniz,Arrows Yamaha,50,DNF,0
15,NC,Shinji Nakano,Prost Mugen Honda,49,DNF,0
18,NC,Jos Verstappen,Tyrrell Ford,43,DNF,0
20,NC,Ukyo Katayama,Minardi Hart,37,DNF,0
1,NC,Damon Hill,Arrows Yamaha,33,DNF,0
12,NC,Giancarlo Fisichella,Jordan Peugeot,24,DNF,0
22,NC,Rubens Barrichello,Stewart Ford,24,DNF,0
14,NC,Olivier Panis,Prost Mugen Honda,18,DNF,0
4,NC,Heinz-Harald Frentzen,Williams Renault,5,DNF,0
5,NC,Michael Schumacher,Ferrari,0,DNF,0
10,NC,David Coulthard,McLaren Mercedes,0,DNF,0
