,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,56,1:31:07.490,10
3,2,Juan Pablo Montoya,Williams BMW,56,+5.022s,8
9,3,Jenson Button,BAR Honda,56,+11.568s,6
2,4,Rubens Barrichello,Ferrari,56,+13.616s,5
7,5,Jarno Trulli,Renault,56,+37.360s,4
5,6,David Coulthard,McLaren Mercedes,56,+53.098s,3
8,7,Fernando Alonso,Renault,56,+67.877s,2
12,8,Felipe Massa,Sauber Petronas,55,+1 lap,1
16,9,Cristiano da Matta,Toyota,55,+1 lap,0
15,10,Christian Klien,Jaguar Cosworth,55,+1 lap,0
11,11,Giancarlo Fisichella,Sauber Petronas,55,+1 lap,0
17,12,Olivier Panis,Toyota,55,+1 lap,0
19,13,Giorgio Pantano,Jordan Ford,54,+2 laps,0
20,14,Gianmaria Bruni,Minardi Cosworth,53,+3 laps,0
10,15,Takuma Sato,BAR Honda,52,DNF,0
21,16,Zsolt Baumgartner,Minardi Cosworth,52,+4 laps,0
6,NC,Kimi Räikkönen,McLaren Mercedes,40,DNF,0
18,NC,Nick Heidfeld,Jordan Ford,34,DNF,0
4,NC,Ralf Schumacher,Williams BMW,27,DNF,0
14,NC,Mark Webber,Jaguar Cosworth,23,DNF,0
