,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Juan Pablo Montoya,Williams BMW,28,1:34.223,211.782
1,2,Michael Schumacher,Ferrari,6,1:34.819,210.451
9,3,Jenson Button,BAR Honda,28,1:34.967,210.123
7,4,Jarno Trulli,Renault,12,1:35.039,209.964
6,5,Kimi Räikkönen,McLaren Mercedes,12,1:35.156,209.706
2,6,Rubens Barrichello,Ferrari,7,1:35.350,209.279
4,7,Ralf Schumacher,Williams BMW,10,1:35.607,208.716
10,8,Takuma Sato,BAR Honda,13,1:35.679,208.559
5,9,David Coulthard,McLaren Mercedes,26,1:35.852,208.183
8,10,Fernando Alonso,Renault,7,1:35.888,208.105
17,11,Olivier Panis,Toyota,23,1:35.951,207.968
16,12,Cristiano da Matta,Toyota,22,1:36.544,206.691
12,13,Felipe Massa,Sauber Petronas,7,1:36.570,206.635
11,14,Giancarlo Fisichella,Sauber Petronas,54,1:36.675,206.411
14,15,Mark Webber,Jaguar Cosworth,9,1:36.922,205.885
15,16,Christian Klien,Jaguar Cosworth,12,1:37.031,205.653
18,17,Nick Heidfeld,Jordan Ford,15,1:37.433,204.805
19,18,Giorgio Pantano,Jordan Ford,41,1:39.527,200.496
20,19,Gianmaria Bruni,Minardi Cosworth,11,1:39.911,199.725
21,20,Zsolt Baumgartner,Minardi Cosworth,12,1:40.123,199.302
