,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:33.526,11
3,2,Juan Pablo Montoya,Williams BMW,+0.037s,8
4,3,Ralf Schumacher,Williams BMW,+0.447s,8
7,4,Jarno Trulli,Renault,+0.515s,12
2,5,Rubens Barrichello,Ferrari,+0.535s,9
9,6,Jenson Button,BAR Honda,+0.602s,13
6,7,Kimi Räikkönen,McLaren Mercedes,+0.637s,10
5,8,David Coulthard,McLaren Mercedes,+0.655s,10
8,9,Fernando Alonso,Renault,+0.668s,10
14,10,Mark Webber,Jaguar Cosworth,+0.855s,12
17,11,Olivier Panis,Toyota,+1.403s,16
12,12,Felipe Massa,Sauber Petronas,+1.417s,5
15,13,Christian Klien,Jaguar Cosworth,+1.427s,16
11,14,Giancarlo Fisichella,Sauber Petronas,+1.510s,10
10,15,Takuma Sato,BAR Honda,+1.618s,13
16,16,Cristiano da Matta,Toyota,+1.915s,15
18,17,Nick Heidfeld,Jordan Ford,+3.081s,11
19,18,Giorgio Pantano,Jordan Ford,+4.533s,12
20,19,Gianmaria Bruni,Minardi Cosworth,+5.028s,13
21,20,Zsolt Baumgartner,Minardi Cosworth,+6.367s,13
