,Position,Driver,Car,Time
7,1,Stirling Moss,Maserati,1:41.000
1,2,Juan Manuel Fangio,Lanica Ferrari,1:41.000
23,3,Mike Hawthorn,Maserati,1:43.000
2,4,Peter Collins,Lanica Ferrari,1:43.000
16,5,Harry Schell,Vanwall,1:44.000
18,6,Jose Froilan Gonzalez,Vanwall,1:44.000
28,7,Roy Salvadori,Maserati,1:44.000
3,8,Eugenio Castellotti,Lanica Ferrari,1:44.000
24,9,Tony Brooks,Maserati,1:45.000
19,10,Archie  Scott-Brown ,Connaught Alta,1:45.000
20,11,Desmond   Titterington,Connaught Alta,1:46.000
4,12,Alfonso de Portago ,Lanica Ferrari,1:47.000
8,13,Jean Behra,Maserati,1:47.000
31,14,Horace  Gould ,Maserati,1:48.000
9,15,Cesare Perdisa,Maserati,1:49.000
17,16,Maurice  Trintignant,Vanwall,1:49.000
25,17,Ron Flockhart,Maserati,1:49.000
15,18,Robert  Manzon,Gordini,1:49.000
11,19,Luigi  Villoresi,Maserati,1:50.000
29,20,Bruce  Halford ,Maserati,1:51.000
21,21,Jack  Fairman,Connaught Alta,1:51.000
26,22,Bob  Gerard,Cooper Bristol,1:53.000
32,23,Paul  Emery ,Emeryson Alta,1:54.000
12,24,Umberto  Maglioli,Maserati,1:54.000
10,25,Paco  Godia,Maserati,1:55.000
14,26,Hermano da Silva Ramos,Gordini,1:56.000
27,27,Louis  Rosier,Maserati,1:59.000
30,28,Jack Brabham,Maserati,2:01.000
