,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:17.113,20
44,2,Lewis Hamilton,Mercedes,+0.075s,23
5,3,Sebastian Vettel,Ferrari,+0.117s,21
77,4,Valtteri Bottas,Mercedes,+0.170s,18
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.248s,10
7,6,Kimi Räikkönen,Ferrari,+0.404s,27
11,7,Sergio Perez,Force India Mercedes,+0.927s,20
31,8,Esteban Ocon,Force India Mercedes,+1.052s,18
55,9,Carlos Sainz,Renault,+1.095s,21
27,10,Nico Hulkenberg,Renault,+1.267s,21
28,11,Brendon Hartley,Toro Rosso,+1.489s,23
19,12,Felipe Massa,Williams Mercedes,+1.577s,23
18,13,Lance Stroll,Williams Mercedes,+1.953s,20
20,14,Kevin Magnussen,Haas Ferrari,+2.092s,19
9,15,Marcus Ericsson,Sauber Ferrari,+2.218s,27
14,16,Fernando Alonso,McLaren Honda,+2.452s,22
8,17,Romain Grosjean,Haas Ferrari,+2.473s,22
94,18,Pascal Wehrlein,Sauber Ferrari,+2.713s,16
2,19,Stoffel Vandoorne,McLaren Honda,+2.917s,25
10,20,Pierre Gasly,Toro Rosso,,2
