,Position,Driver,Car,Laps,Time,Points
33,1,Max Verstappen,Red Bull Racing TAG Heuer,71,1:36:26.552,25
77,2,Valtteri Bottas,Mercedes,71,+19.678s,18
7,3,Kimi Räikkönen,Ferrari,71,+54.007s,15
5,4,Sebastian Vettel,Ferrari,71,+70.078s,12
31,5,Esteban Ocon,Force India Mercedes,70,+1 lap,10
18,6,Lance Stroll,Williams Mercedes,70,+1 lap,8
11,7,Sergio Perez,Force India Mercedes,70,+1 lap,6
20,8,Kevin Magnussen,Haas Ferrari,70,+1 lap,4
44,9,Lewis Hamilton,Mercedes,70,+1 lap,2
14,10,Fernando Alonso,McLaren Honda,70,+1 lap,1
19,11,Felipe Massa,Williams Mercedes,70,+1 lap,0
2,12,Stoffel Vandoorne,McLaren Honda,70,+1 lap,0
10,13,Pierre Gasly,Toro Rosso,70,+1 lap,0
94,14,Pascal Wehrlein,Sauber Ferrari,69,+2 laps,0
8,15,Romain Grosjean,Haas Ferrari,69,+2 laps,0
55,NC,Carlos Sainz,Renault,59,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,55,DNF,0
28,NC,Brendon Hartley,Toro Rosso,30,DNF,0
27,NC,Nico Hulkenberg,Renault,24,DNF,0
3,NC,Daniel Ricciardo,Red Bull Racing TAG Heuer,5,DNF,0
