,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
5,1,Sebastian Vettel,Ferrari,68,1:18.785,196.666,14:36:38
33,2,Max Verstappen,Red Bull Racing TAG Heuer,65,1:18.892,196.400,14:31:30
77,3,Valtteri Bottas,Mercedes,70,1:19.374,195.207,14:38:29
11,4,Sergio Perez,Force India Mercedes,54,1:19.929,193.852,14:18:21
44,5,Lewis Hamilton,Mercedes,69,1:19.945,193.813,14:38:58
7,6,Kimi Räikkönen,Ferrari,59,1:20.054,193.549,14:24:15
8,7,Romain Grosjean,Haas Ferrari,64,1:20.345,192.848,14:33:13
10,8,Pierre Gasly,Toro Rosso,70,1:20.859,191.622,14:40:45
31,9,Esteban Ocon,Force India Mercedes,67,1:20.946,191.416,14:35:37
2,10,Stoffel Vandoorne,McLaren Honda,66,1:20.972,191.355,14:35:01
14,11,Fernando Alonso,McLaren Honda,50,1:21.014,191.255,14:13:07
18,12,Lance Stroll,Williams Mercedes,53,1:21.062,191.142,14:16:37
19,13,Felipe Massa,Williams Mercedes,55,1:21.136,190.968,14:20:01
20,14,Kevin Magnussen,Haas Ferrari,68,1:21.214,190.784,14:37:35
55,15,Carlos Sainz,Renault,34,1:21.360,190.442,13:51:54
94,16,Pascal Wehrlein,Sauber Ferrari,56,1:21.638,189.793,14:21:50
9,17,Marcus Ericsson,Sauber Ferrari,54,1:21.686,189.682,14:19:00
27,18,Nico Hulkenberg,Renault,18,1:21.691,189.670,13:27:55
28,19,Brendon Hartley,Toro Rosso,28,1:22.572,187.647,13:42:17
3,20,Daniel Ricciardo,Red Bull Racing TAG Heuer,4,1:22.789,187.155,13:08:46
