,Position,Driver,Car,Time
98,1,Walt  Faulkner,Kurtis Kraft Offenhauser,4:27.970
28,2,Fred Agabashian,Kurtis Kraft Offenhauser,4:31.100
31,3,Mauri  Rose,Deidt Offenhauser,4:32.070
5,4,George Connor,Moore Offenhauser,4:32.390
1,5,Johnnie  Parsons,Kurtis Kraft Offenhauser,4:32.430
49,6,Jack McGrath,Kurtis Kraft Offenhauser,4:33.000
69,7,Duke Dinsmore,Kurtis Kraft Offenhauser,4:34.670
14,8,Tony  Bettenhausen,Moore Offenhauser,4:34.920
17,9,Joie  Chitwood,Kurtis Kraft Offenhauser,4:35.320
3,10,Bill Holland,Moore Offenhauser,4:35.900
59,11,Pat Flaherty,Kurtis Kraft Offenhauser,4:37.760
54,12,Cecil  Green,Kurtis Kraft Offenhauser,4:30.860
18,13,Duane Carter,Stevens Offenhauser,4:33.420
21,14,Spider Webb,Maserati Offenhauser,4:37.460
81,15,Jerry  Hoyt,Kurtis Kraft Offenhauser,4:37.950
2,16,Myron Fohr,Kurtis Kraft Offenhauser,4:33.320
24,17,Bayliss Levrett,Adams Offenhauser,4:34.430
45,18,Dick Rathmann,Watson Offenhauser,4:34.960
7,19,Paul Russo,Nichels Offenhauser,4:35.250
4,20,Walt Brown,Kurtis Kraft Offenhauser,4:35.960
12,21,Henry Banks,Maserati Offenhauser,4:37.680
67,22,Bill Schindler,Snowberger Offenhauser,4:31.310
8,23,Lee Wallard,Moore Offenhauser,4:31.830
55,24,Troy Ruttman,Lesovsky Offenhauser,4:32.910
23,25,Sam Hanks,Kurtis Kraft Offenhauser,4:33.570
15,26,Mack Hellings,Kurtis Kraft Offenhauser,4:35.320
22,27,Jimmy Davies,Ewing Offenhauser,4:36.070
76,28,Jim Rathmann,Wetteroth Offerhauser,4:37.010
27,29,Walt Ader,Rae Offenhauser,4:37.050
77,30,Jackie Holmes,Olson Offenhauser,4:37.570
75,31,Gene Hartley,Langley Offenhauser,4:38.610
61,32,Jimmy Jackson,Kurtis Kraft Cummins,4:38.620
62,33,Johnny McDowell,Kurtis Kraft Offenhauser,4:37.580
