,Position,Driver,Car,Time
24,1,Juan Manuel Fangio,Alfa Romeo,2:35.900
22,2,Nino Farina,Alfa Romeo,2:37.800
18,3,Luigi  Villoresi,Ferrari,2:39.300
28,4,Consalvo  Sanesi,Alfa Romeo,2:40.300
26,5,Toulo de Graffenried,Alfa Romeo,2:41.800
44,6,Piero  Taruffi,Ferrari,2:45.200
20,7,Alberto Ascari,Ferrari,2:46.000
8,8,Louis  Rosier,Talbot-Lago,2:52.700
16,9,Peter  Whitehead,Ferrari,2:52.900
38,10,Rudi  Fischer ,Ferrari,2:54.100
10,11,Henri Louveau,Talbot-Lago,2:56.200
4,12,Philippe  Etancelin,Talbot-Lago,2:57.300
42,13,Jose Froilan Gonzalez,Talbot-Lago,2:57.300
14,14,Stirling Moss,HWM Alta,2:58.400
6,15,Yves Giraud-Cabantous,Talbot-Lago,3:00.300
52,16,Peter Hirt,Veritas,3:01.600
32,17,Harry Schell,Maserati,3:02.400
2,18,Johnny Claes,Talbot-Lago,3:02.500
30,19,Louis  Chiron,Maserati,3:03.100
12,20,George  Abecassis ,HWM Alta,3:03.800
40,21,Guy  Mairesse,Talbot-Lago,3:12.000
