,Position,Driver,Car,Laps,Time,Points
11,1,Jody Scheckter,Ferrari,70,1:39:59.530,9
26,2,Jacques Laffite,Ligier Ford,70,+15.360s,6
3,3,Didier Pironi,Tyrrell Ford,70,+35.170s,4
2,4,Carlos Reutemann,Lotus Ford,70,+46.490s,3
29,5,Riccardo Patrese,Arrows Ford,70,+64.310s,2
7,6,John Watson,McLaren Ford,70,+65.850s,1
12,7,Gilles Villeneuve,Ferrari,69,DNF,0
9,8,Hans-Joachim Stuck,ATS Ford,69,+1 lap,0
14,9,Emerson Fittipaldi,Fittipaldi Ford,68,+2 laps,0
17,10,Jan Lammers,Shadow Ford,68,+2 laps,0
4,11,Jean-Pierre Jarier,Tyrrell Ford,67,+3 laps,0
25,NC,Patrick Depailler,Ligier Ford,46,DNF,0
20,NC,James Hunt,Wolf Ford,40,DNF,0
27,NC,Alan  Jones,Williams Ford,39,DNF,0
1,NC,Mario Andretti,Lotus Ford,27,DNF,0
6,NC,Nelson Piquet,Brabham Alfa Romeo,23,DNF,0
5,NC,Niki Lauda,Brabham Alfa Romeo,23,DNF,0
16,NC,Rene Arnoux,Renault,22,DNF,0
35,NC,Bruno Giacomelli,Alfa Romeo,21,DNF,0
18,NC,Elio de Angelis,Shadow Ford,21,DNF,0
30,NC,Jochen Mass,Arrows Ford,17,DNF,0
31,NC,Hector Rebaque,Lotus Ford,13,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,13,DNF,0
28,NC,Clay Regazzoni,Williams Ford,1,DNF,0
