,Position,Driver,Car,Time / Gap,Laps
2,1,Felipe Massa,Ferrari,1:47.284,26
1,2,Kimi Räikkönen,Ferrari,+0.339s,26
22,3,Lewis Hamilton,McLaren Mercedes,+0.594s,27
23,4,Heikki Kovalainen,McLaren Mercedes,+0.648s,24
5,5,Fernando Alonso,Renault,+0.820s,26
10,6,Mark Webber,Red Bull Renault,+1.144s,29
14,7,Sebastien Bourdais,STR Ferrari,+1.273s,31
15,8,Sebastian Vettel,STR Ferrari,+1.674s,24
12,9,Timo Glock,Toyota,+1.713s,26
6,10,Nelson Piquet,Renault,+1.784s,25
4,11,Robert Kubica,Sauber BMW,+1.855s,25
3,12,Nick Heidfeld,Sauber BMW,+1.901s,26
7,13,Nico Rosberg,Williams Toyota,+2.327s,30
11,14,Jarno Trulli,Toyota,+2.341s,14
9,15,David Coulthard,Red Bull Renault,+2.565s,18
21,16,Giancarlo Fisichella,Force India Ferrari,+2.702s,27
20,17,Adrian Sutil,Force India Ferrari,+2.833s,19
8,18,Kazuki Nakajima,Williams Toyota,+2.841s,30
16,19,Jenson Button,Honda,+3.180s,25
17,20,Rubens Barrichello,Honda,+3.621s,25
