,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:23.529
3,2,Lewis Hamilton,McLaren Mercedes,1:24.307
2,3,Mark Webber,Red Bull Racing Renault,1:24.395
4,4,Jenson Button,McLaren Mercedes,1:24.779
5,5,Fernando Alonso,Ferrari,1:24.974
10,6,Vitaly Petrov,Renault,1:25.247
8,7,Nico Rosberg,Mercedes,1:25.421
6,8,Felipe Massa,Ferrari,1:25.599
16,9,Kamui Kobayashi,Sauber Ferrari,1:25.626
18,10,Sebastien Buemi,STR Ferrari,1:27.066
7,11,Michael Schumacher,Mercedes,1:25.971
19,12,Jaime Alguersuari,STR Ferrari,1:26.103
17,13,Sergio Perez,Sauber Ferrari,1:26.108
15,14,Paul di Resta,Force India Mercedes,1:26.739
12,15,Pastor Maldonado,Williams Cosworth,1:26.768
14,16,Adrian Sutil,Force India Mercedes,1:31.407
11,17,Rubens Barrichello,Williams Cosworth,
9,18,Nick Heidfeld,Renault,1:27.239
20,19,Heikki Kovalainen,Lotus Renault,1:29.254
21,20,Jarno Trulli,Lotus Renault,1:29.342
24,21,Timo Glock,Virgin Cosworth,1:29.858
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:30.822
