,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Felipe Massa,Ferrari,55,1:28.947,214.631
5,2,Fernando Alonso,Ferrari,49,1:29.487,213.336
2,3,Mark Webber,Red Bull Racing Renault,50,1:29.600,213.066
1,4,Sebastian Vettel,Red Bull Racing Renault,44,1:29.844,212.488
4,5,Jenson Button,McLaren Mercedes,49,1:29.883,212.396
17,6,Sergio Perez,Sauber Ferrari,39,1:29.962,212.209
10,7,Vitaly Petrov,Renault,55,1:30.064,211.969
3,8,Lewis Hamilton,McLaren Mercedes,41,1:30.314,211.382
16,9,Kamui Kobayashi,Sauber Ferrari,51,1:30.384,211.218
19,10,Jaime Alguersuari,STR Ferrari,41,1:30.467,211.025
18,11,Sebastien Buemi,STR Ferrari,44,1:30.836,210.167
11,12,Rubens Barrichello,Williams Cosworth,47,1:31.404,208.861
14,13,Adrian Sutil,Force India Mercedes,55,1:31.526,208.583
15,14,Paul di Resta,Force India Mercedes,40,1:31.941,207.641
9,15,Nick Heidfeld,Renault,43,1:32.377,206.661
21,16,Jarno Trulli,Lotus Renault,52,1:32.550,206.275
8,17,Nico Rosberg,Mercedes,21,1:33.503,204.173
12,18,Pastor Maldonado,Williams Cosworth,7,1:34.102,202.873
25,19,Jerome d'Ambrosio,Virgin Cosworth,44,1:34.523,201.969
20,20,Heikki Kovalainen,Lotus Renault,19,1:34.918,201.129
7,21,Michael Schumacher,Mercedes,13,1:35.319,200.283
24,22,Timo Glock,Virgin Cosworth,48,1:35.789,199.300
