,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:25.296,1:24.090,1:23.529,16
3,2,Lewis Hamilton,McLaren Mercedes,1:25.384,1:24.595,1:24.307,19
2,3,Mark Webber,Red Bull Racing Renault,1:25.900,1:24.658,1:24.395,15
4,4,Jenson Button,McLaren Mercedes,1:25.886,1:24.957,1:24.779,18
5,5,Fernando Alonso,Ferrari,1:25.707,1:25.242,1:24.974,19
10,6,Vitaly Petrov,Renault,1:25.543,1:25.582,1:25.247,18
8,7,Nico Rosberg,Mercedes,1:25.856,1:25.606,1:25.421,17
6,8,Felipe Massa,Ferrari,1:26.031,1:25.611,1:25.599,18
16,9,Kamui Kobayashi,Sauber Ferrari,1:25.717,1:25.405,1:25.626,17
18,10,Sebastien Buemi,STR Ferrari,1:26.232,1:25.882,1:27.066,15
7,11,Michael Schumacher,Mercedes,1:25.962,1:25.971,,13
19,12,Jaime Alguersuari,STR Ferrari,1:26.620,1:26.103,,11
17,13,Sergio Perez,Sauber Ferrari,1:25.812,1:26.108,,9
15,14,Paul di Resta,Force India Mercedes,1:27.222,1:26.739,,16
12,15,Pastor Maldonado,Williams Cosworth,1:26.298,1:26.768,,17
14,16,Adrian Sutil,Force India Mercedes,1:26.245,1:31.407,,15
11,17,Rubens Barrichello,Williams Cosworth,1:26.270,DNF,,12
9,18,Nick Heidfeld,Renault,1:27.239,,,10
20,19,Heikki Kovalainen,Lotus Renault,1:29.254,,,10
21,20,Jarno Trulli,Lotus Renault,1:29.342,,,12
24,21,Timo Glock,Virgin Cosworth,1:29.858,,,10
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:30.822,,,8
23,NC,Vitantonio Liuzzi,HRT Cosworth,1:32.978,,,11
22,NC,Narain Karthikeyan,HRT Cosworth,1:34.293,,,11
