,Position,Driver,Car,Time / Gap,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:26.831,20
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.327s,19
5,3,Fernando Alonso,Ferrari,+0.918s,20
8,4,Nico Rosberg,Mercedes,+1.321s,16
11,5,Rubens Barrichello,Williams Cosworth,+1.599s,24
4,6,Jenson Button,McLaren Mercedes,+1.609s,29
3,7,Lewis Hamilton,McLaren Mercedes,+1.652s,26
7,8,Michael Schumacher,Mercedes,+1.859s,14
16,9,Kamui Kobayashi,Sauber Ferrari,+1.894s,13
10,10,Vitaly Petrov,Renault,+1.934s,15
6,11,Felipe Massa,Ferrari,+2.011s,20
9,12,Nick Heidfeld,Renault,+2.097s,14
14,13,Adrian Sutil,Force India Mercedes,+2.483s,19
18,14,Sebastien Buemi,STR Ferrari,+2.497s,21
12,15,Pastor Maldonado,Williams Cosworth,+2.572s,24
19,16,Daniel Ricciardo,STR Ferrari,+2.637s,23
17,17,Sergio Perez,Sauber Ferrari,+2.812s,18
15,18,Nico Hulkenberg,Force India Mercedes,+4.171s,20
20,19,Heikki Kovalainen,Lotus Renault,+5.597s,13
25,20,Jerome d'Ambrosio,Virgin Cosworth,+8.451s,17
24,21,Timo Glock,Virgin Cosworth,+8.458s,15
21,22,Karun Chandhok,Lotus Renault,,1
