,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,58,1:29:30.259,25
3,2,Lewis Hamilton,McLaren Mercedes,58,+22.297s,18
10,3,Vitaly Petrov,Renault,58,+30.560s,15
5,4,Fernando Alonso,Ferrari,58,+31.772s,12
2,5,Mark Webber,Red Bull Racing Renault,58,+38.171s,10
4,6,Jenson Button,McLaren Mercedes,58,+54.304s,8
17,DQ,Sergio Perez,Sauber Ferrari,58,+65.845s,0
16,DQ,Kamui Kobayashi,Sauber Ferrari,58,+76.872s,0
6,7,Felipe Massa,Ferrari,58,+85.186s,6
18,8,Sebastien Buemi,STR Ferrari,57,+1 lap,4
14,9,Adrian Sutil,Force India Mercedes,57,+1 lap,2
15,10,Paul di Resta,Force India Mercedes,57,+1 lap,1
19,11,Jaime Alguersuari,STR Ferrari,57,+1 lap,0
9,12,Nick Heidfeld,Renault,57,+1 lap,0
21,13,Jarno Trulli,Lotus Renault,56,+2 laps,0
25,14,Jerome d'Ambrosio,Virgin Cosworth,54,+4 laps,0
24,NC,Timo Glock,Virgin Cosworth,49,+9 laps,0
11,NC,Rubens Barrichello,Williams Cosworth,48,DNF,0
8,NC,Nico Rosberg,Mercedes,22,DNF,0
20,NC,Heikki Kovalainen,Lotus Renault,19,DNF,0
7,NC,Michael Schumacher,Mercedes,19,DNF,0
12,NC,Pastor Maldonado,Williams Cosworth,9,DNF,0
