,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Juan Pablo Montoya,Williams BMW,27,1:18.354,209.326
5,2,Ralf Schumacher,Williams BMW,54,1:18.498,208.942
2,3,Rubens Barrichello,Ferrari,59,1:18.537,208.839
1,4,Michael Schumacher,Ferrari,49,1:18.612,208.639
18,5,Eddie Irvine,Jaguar Cosworth,34,1:18.674,208.475
4,6,David Coulthard,McLaren Mercedes,63,1:18.883,207.923
23,7,Luciano Burti,Prost Acer,57,1:19.105,207.339
3,8,Mika Hakkinen,McLaren Mercedes,65,1:19.273,206.900
12,9,Jarno Trulli,Jordan Honda,32,1:19.484,206.350
19,10,Pedro de la Rosa,Jaguar Cosworth,65,1:19.737,205.696
10,11,Jacques Villeneuve,BAR Honda,65,1:19.797,205.541
11,12,Heinz-Harald Frentzen,Jordan Honda,31,1:19.892,205.297
22,13,Jean Alesi,Prost Acer,48,1:20.049,204.894
8,14,Jenson Button,Benetton Renault,25,1:20.069,204.843
17,15,Kimi Räikkönen,Sauber Petronas,34,1:20.498,203.751
7,16,Giancarlo Fisichella,Benetton Renault,26,1:20.729,203.168
21,17,Fernando Alonso,Minardi European,29,1:20.937,202.646
16,18,Nick Heidfeld,Sauber Petronas,53,1:20.976,202.548
14,19,Jos Verstappen,Arrows Asiatech,23,1:21.154,202.104
15,20,Enrique Bernoldi,Arrows Asiatech,25,1:21.188,202.020
9,21,Olivier Panis,BAR Honda,23,1:21.314,201.706
20,22,Tarso Marques,Minardi European,4,1:23.778,195.774
