,Position,Driver,Car,Laps,Time,Points
2,1,Riccardo Patrese,Brabham Ford,76,1:54:11.259,9
28,2,Didier Pironi,Ferrari,75,DNF,6
22,3,Andrea de Cesaris,Alfa Romeo,75,DNF,4
12,4,Nigel Mansell,Lotus Ford,75,+1 lap,3
11,5,Elio de Angelis,Lotus Ford,75,+1 lap,2
5,6,Derek Daly,Williams Ford,74,DNF,1
15,7,Alain Prost,Renault,73,DNF,0
4,8,Brian Henton,Tyrrell Ford,72,+4 laps,0
29,9,Marc Surer,Arrows Ford,70,+6 laps,0
3,10,Michele Alboreto,Tyrrell Ford,69,DNF,0
6,NC,Keke Rosberg,Williams Ford,64,DNF,0
8,NC,Niki Lauda,McLaren Ford,56,DNF,0
1,NC,Nelson Piquet,Brabham BMW,49,DNF,0
7,NC,John Watson,McLaren Ford,35,DNF,0
9,NC,Manfred Winkelhock,ATS Ford,31,DNF,0
26,NC,Jacques Laffite,Ligier Matra,29,DNF,0
25,NC,Eddie  Cheever,Ligier Matra,27,DNF,0
10,NC,Eliseo Salazar,ATS Ford,22,DNF,0
16,NC,Rene Arnoux,Renault,14,DNF,0
23,NC,Bruno Giacomelli,Alfa Romeo,4,DNF,0
