,Position,Driver,Car,Time / Gap,Laps
10,1,Lewis Hamilton,Mercedes,1:38.673,31
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.108s,30
9,3,Nico Rosberg,Mercedes,+0.124s,32
2,4,Mark Webber,Red Bull Racing Renault,+0.171s,35
4,5,Felipe Massa,Ferrari,+0.441s,30
8,6,Romain Grosjean,Lotus Renault,+0.553s,34
3,7,Fernando Alonso,Ferrari,+0.771s,31
7,8,Kimi Räikkönen,Lotus Renault,+1.084s,33
5,9,Jenson Button,McLaren Mercedes,+1.101s,29
15,10,Adrian Sutil,Force India Mercedes,+1.333s,34
14,11,Paul di Resta,Force India Mercedes,+1.334s,34
6,12,Sergio Perez,McLaren Mercedes,+1.479s,31
12,13,Esteban Gutierrez ,Sauber Ferrari,+1.513s,33
11,14,Nico Hulkenberg,Sauber Ferrari,+1.537s,34
18,15,Jean-Eric Vergne,STR Ferrari,+1.773s,30
19,16,Daniel Ricciardo,STR Ferrari,+1.879s,26
16,17,Pastor Maldonado,Williams Renault,+2.444s,35
17,18,Valtteri Bottas,Williams Renault,+2.616s,34
21,19,Giedo van der Garde,Caterham Renault,+3.788s,36
20,20,Charles Pic,Caterham Renault,+4.125s,35
22,21,Jules Bianchi,Marussia Cosworth,+4.435s,31
23,22,Max Chilton,Marussia Cosworth,+4.768s,29
