,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:37.881,17
2,2,Mark Webber,Red Bull Racing Renault,+0.137s,17
9,3,Nico Rosberg,Mercedes,+0.437s,16
10,4,Lewis Hamilton,Mercedes,+0.451s,15
3,5,Fernando Alonso,Ferrari,+0.605s,13
8,6,Romain Grosjean,Lotus Renault,+0.820s,19
4,7,Felipe Massa,Ferrari,+0.935s,14
7,8,Kimi Räikkönen,Lotus Renault,+0.976s,17
11,9,Nico Hulkenberg,Sauber Ferrari,+1.080s,16
5,10,Jenson Button,McLaren Mercedes,+1.233s,14
12,11,Esteban Gutierrez ,Sauber Ferrari,+1.247s,15
16,12,Pastor Maldonado,Williams Renault,+1.315s,16
15,13,Adrian Sutil,Force India Mercedes,+1.323s,17
6,14,Sergio Perez,McLaren Mercedes,+1.393s,15
19,15,Daniel Ricciardo,STR Ferrari,+1.446s,17
14,16,Paul di Resta,Force India Mercedes,+1.490s,19
18,17,Jean-Eric Vergne,STR Ferrari,+1.784s,15
17,18,Valtteri Bottas,Williams Renault,+2.247s,17
20,19,Charles Pic,Caterham Renault,+3.479s,19
21,20,Giedo van der Garde,Caterham Renault,+3.733s,20
22,21,Jules Bianchi,Marussia Cosworth,+3.765s,14
23,22,Max Chilton,Marussia Cosworth,+4.386s,17
