,Position,Driver,Car,Time / Gap,Laps
10,1,Lewis Hamilton,Mercedes,1:39.630,20
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.037s,20
2,3,Mark Webber,Red Bull Racing Renault,+0.186s,19
9,4,Nico Rosberg,Mercedes,+0.487s,20
5,5,Jenson Button,McLaren Mercedes,+0.585s,22
3,6,Fernando Alonso,Ferrari,+0.744s,18
8,7,Romain Grosjean,Lotus Renault,+0.766s,19
7,8,Kimi Räikkönen,Lotus Renault,+1.047s,15
6,9,Sergio Perez,McLaren Mercedes,+1.230s,20
4,10,Felipe Massa,Ferrari,+1.250s,13
11,11,Nico Hulkenberg,Sauber Ferrari,+1.269s,20
15,12,Adrian Sutil,Force India Mercedes,+1.802s,18
16,13,Pastor Maldonado,Williams Renault,+1.852s,22
12,14,Esteban Gutierrez ,Sauber Ferrari,+1.996s,21
18,15,Jean-Eric Vergne,STR Ferrari,+2.294s,19
17,16,Valtteri Bottas,Williams Renault,+2.372s,20
19,17,Daniel Ricciardo,STR Ferrari,+2.413s,18
14,18,James Calado,Force India Mercedes,+3.378s,21
20,19,Charles Pic,Caterham Renault,+4.030s,20
21,20,Giedo van der Garde,Caterham Renault,+4.253s,19
23,21,Max Chilton,Marussia Cosworth,+4.470s,14
22,22,Rodolfo Gonzalez ,Marussia Cosworth,+7.180s,10
