,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Mark Webber,RBR Renault,1:27.500,1:26.818,1:26.295,18
2,2,Lewis Hamilton,McLaren Mercedes,1:27.667,1:27.013,1:26.433,18
5,3,Sebastian Vettel,RBR Renault,1:27.067,1:26.729,1:26.760,18
1,4,Jenson Button,McLaren Mercedes,1:27.555,1:27.277,1:26.781,18
3,5,Michael Schumacher,Mercedes,1:27.756,1:27.438,1:26.857,19
4,6,Nico Rosberg,Mercedes,1:27.649,1:27.141,1:26.952,18
11,7,Robert Kubica,Renault,1:27.766,1:27.426,1:27.039,19
7,8,Felipe Massa,Ferrari,1:27.993,1:27.200,1:27.082,18
12,9,Vitaly Petrov,Renault,1:27.620,1:27.387,1:27.430,21
23,10,Kamui Kobayashi,Sauber Ferrari,1:28.158,1:27.434,1:28.122,17
14,11,Adrian Sutil,Force India Mercedes,1:27.951,1:27.525,,18
8,12,Fernando Alonso,Ferrari,1:27.857,1:27.612,,14
22,13,Pedro de la Rosa,Sauber Ferrari,1:28.147,1:27.879,,14
16,14,Sebastien Buemi,STR Ferrari,1:28.534,1:28.273,,15
9,15,Rubens Barrichello,Williams Cosworth,1:28.336,1:28.392,,14
17,16,Jaime Alguersuari,STR Ferrari,1:28.460,1:28.540,,16
10,17,Nico Hulkenberg,Williams Cosworth,1:28.227,1:28.841,,15
15,18,Vitantonio Liuzzi,Force India Mercedes,1:28.958,,,8
18,19,Jarno Trulli,Lotus Cosworth,1:30.237,,,13
19,20,Heikki Kovalainen,Lotus Cosworth,1:30.519,,,11
24,21,Timo Glock,Virgin Cosworth,1:30.744,,,9
21,22,Bruno Senna,HRT Cosworth,1:31.266,,,9
25,23,Lucas di Grassi,Virgin Cosworth,1:31.989,,,9
20,24,Karun Chandhok,HRT Cosworth,1:32.060,,,10
