,Position,Driver,Car,Time / Gap,Laps
1,1,Jenson Button,McLaren Mercedes,1:28.280,30
6,2,Mark Webber,RBR Renault,+0.098s,24
5,3,Sebastian Vettel,RBR Renault,+0.310s,27
2,4,Lewis Hamilton,McLaren Mercedes,+0.392s,32
8,5,Fernando Alonso,Ferrari,+0.445s,30
4,6,Nico Rosberg,Mercedes,+0.634s,22
3,7,Michael Schumacher,Mercedes,+0.694s,22
11,8,Robert Kubica,Renault,+0.945s,34
12,9,Vitaly Petrov,Renault,+1.221s,36
7,10,Felipe Massa,Ferrari,+1.340s,26
14,11,Adrian Sutil,Force India Mercedes,+1.349s,16
10,12,Nico Hulkenberg,Williams Cosworth,+1.707s,17
23,13,Kamui Kobayashi,Sauber Ferrari,+1.773s,34
22,14,Pedro de la Rosa,Sauber Ferrari,+1.896s,34
16,15,Sebastien Buemi,STR Ferrari,+2.106s,32
15,16,Vitantonio Liuzzi,Force India Mercedes,+2.347s,28
9,17,Rubens Barrichello,Williams Cosworth,+2.486s,32
17,18,Jaime Alguersuari,STR Ferrari,+2.653s,37
19,19,Heikki Kovalainen,Lotus Cosworth,+3.330s,37
25,20,Lucas di Grassi,Virgin Cosworth,+4.733s,28
18,21,Jarno Trulli,Lotus Cosworth,+4.801s,11
24,22,Timo Glock,Virgin Cosworth,+5.032s,29
21,23,Bruno Senna,HRT Cosworth,+5.140s,35
20,24,Karun Chandhok,HRT Cosworth,+5.460s,25
