,Position,Driver,Car,Time
6,1,Mark Webber,RBR Renault,1:26.295
2,2,Lewis Hamilton,McLaren Mercedes,1:26.433
5,3,Sebastian Vettel,RBR Renault,1:26.760
1,4,Jenson Button,McLaren Mercedes,1:26.781
3,5,Michael Schumacher,Mercedes,1:26.857
4,6,Nico Rosberg,Mercedes,1:26.952
11,7,Robert Kubica,Renault,1:27.039
7,8,Felipe Massa,Ferrari,1:27.082
12,9,Vitaly Petrov,Renault,1:27.430
23,10,Kamui Kobayashi,Sauber Ferrari,1:28.122
14,11,Adrian Sutil,Force India Mercedes,1:27.525
8,12,Fernando Alonso,Ferrari,1:27.612
22,13,Pedro de la Rosa,Sauber Ferrari,1:27.879
16,14,Sebastien Buemi,STR Ferrari,1:28.273
9,15,Rubens Barrichello,Williams Cosworth,1:28.392
17,16,Jaime Alguersuari,STR Ferrari,1:28.540
10,17,Nico Hulkenberg,Williams Cosworth,1:28.841
15,18,Vitantonio Liuzzi,Force India Mercedes,1:28.958
18,19,Jarno Trulli,Lotus Cosworth,1:30.237
19,20,Heikki Kovalainen,Lotus Cosworth,1:30.519
24,21,Timo Glock,Virgin Cosworth,1:30.744
21,22,Bruno Senna,HRT Cosworth,1:31.266
25,23,Lucas di Grassi,Virgin Cosworth,1:31.989
20,24,Karun Chandhok,HRT Cosworth,1:32.060
