,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,RBR Renault,1:27.086,18
4,2,Nico Rosberg,Mercedes,+0.273s,16
2,3,Lewis Hamilton,McLaren Mercedes,+0.310s,14
6,4,Mark Webber,RBR Renault,+0.467s,15
11,5,Robert Kubica,Renault,+0.698s,20
8,6,Fernando Alonso,Ferrari,+0.775s,18
3,7,Michael Schumacher,Mercedes,+0.793s,16
1,8,Jenson Button,McLaren Mercedes,+0.877s,17
7,9,Felipe Massa,Ferrari,+0.883s,20
12,10,Vitaly Petrov,Renault,+1.258s,18
16,11,Sebastien Buemi,STR Ferrari,+1.524s,22
22,12,Pedro de la Rosa,Sauber Ferrari,+1.566s,21
17,13,Jaime Alguersuari,STR Ferrari,+1.648s,21
23,14,Kamui Kobayashi,Sauber Ferrari,+1.950s,20
10,15,Nico Hulkenberg,Williams Cosworth,+1.958s,18
15,16,Vitantonio Liuzzi,Force India Mercedes,+2.125s,15
9,17,Rubens Barrichello,Williams Cosworth,+2.219s,14
18,18,Jarno Trulli,Lotus Cosworth,+3.532s,19
19,19,Heikki Kovalainen,Lotus Cosworth,+3.798s,22
24,20,Timo Glock,Virgin Cosworth,+4.255s,21
25,21,Lucas di Grassi,Virgin Cosworth,+5.094s,16
21,22,Bruno Senna,HRT Cosworth,+5.144s,22
20,23,Karun Chandhok,HRT Cosworth,+5.676s,19
14,24,Adrian Sutil,Force India Mercedes,,1
