,Position,Driver,Car,Laps,Time,Points
2,1,Lewis Hamilton,McLaren Mercedes,58,1:28:47.620,25
1,2,Jenson Button,McLaren Mercedes,58,+2.645s,18
6,3,Mark Webber,RBR Renault,58,+24.285s,15
3,4,Michael Schumacher,Mercedes,58,+31.110s,12
4,5,Nico Rosberg,Mercedes,58,+32.266s,10
11,6,Robert Kubica,Renault,58,+32.824s,8
7,7,Felipe Massa,Ferrari,58,+36.635s,6
8,8,Fernando Alonso,Ferrari,58,+46.544s,4
14,9,Adrian Sutil,Force India Mercedes,58,+49.029s,2
23,10,Kamui Kobayashi,Sauber Ferrari,58,+65.650s,1
22,11,Pedro de la Rosa,Sauber Ferrari,58,+65.944s,0
17,12,Jaime Alguersuari,STR Ferrari,58,+67.800s,0
15,13,Vitantonio Liuzzi,Force India Mercedes,57,+1 lap,0
9,14,Rubens Barrichello,Williams Cosworth,57,+1 lap,0
12,15,Vitaly Petrov,Renault,57,+1 lap,0
16,16,Sebastien Buemi,STR Ferrari,57,+1 lap,0
10,17,Nico Hulkenberg,Williams Cosworth,57,+1 lap,0
24,18,Timo Glock,Virgin Cosworth,55,+3 laps,0
25,19,Lucas di Grassi,Virgin Cosworth,55,+3 laps,0
20,20,Karun Chandhok,HRT Cosworth,52,DNF,0
21,NC,Bruno Senna,HRT Cosworth,46,DNF,0
5,NC,Sebastian Vettel,RBR Renault,39,DNF,0
19,NC,Heikki Kovalainen,Lotus Cosworth,33,DNF,0
18,NC,Jarno Trulli,Lotus Cosworth,32,DNF,0
