,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:18.978,27
1,2,Max Verstappen,Red Bull Racing RBPT,+0.245s,22
55,3,Carlos Sainz,Ferrari,+0.398s,27
14,4,Fernando Alonso,Alpine Renault,+0.559s,22
11,5,Sergio Perez,Red Bull Racing RBPT,+0.680s,20
31,6,Esteban Ocon,Alpine Renault,+0.864s,25
77,7,Valtteri Bottas,Alfa Romeo Ferrari,+1.077s,25
4,8,Lando Norris,McLaren Mercedes,+1.122s,24
10,9,Pierre Gasly,AlphaTauri RBPT,+1.164s,27
3,10,Daniel Ricciardo,McLaren Mercedes,+1.225s,24
63,11,George Russell,Mercedes,+1.234s,25
22,12,Yuki Tsunoda,AlphaTauri RBPT,+1.446s,30
44,13,Lewis Hamilton,Mercedes,+1.543s,23
18,14,Lance Stroll,Aston Martin Aramco Mercedes,+1.633s,28
24,15,Guanyu Zhou,Alfa Romeo Ferrari,+2.085s,23
20,16,Kevin Magnussen,Haas Ferrari,+2.213s,23
23,17,Alexander Albon,Williams Mercedes,+2.934s,28
47,18,Mick Schumacher,Haas Ferrari,+2.996s,22
6,19,Nicholas Latifi,Williams Mercedes,+3.329s,24
