,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:18.881,1:18.606,1:17.868,21
1,2,Max Verstappen,Red Bull Racing RBPT,1:18.580,1:18.611,1:18.154,21
11,3,Sergio Perez,Red Bull Racing RBPT,1:18.834,1:18.340,1:18.240,21
4,4,Lando Norris,McLaren Mercedes,1:19.280,1:19.066,1:18.703,20
44,5,Lewis Hamilton,Mercedes,1:19.401,1:19.106,1:18.825,28
63,6,George Russell,Mercedes,1:19.405,1:19.076,1:18.933,26
3,7,Daniel Ricciardo,McLaren Mercedes,1:19.665,1:19.130,1:19.032,22
31,8,Esteban Ocon,Alpine Renault,1:19.605,1:19.136,1:19.061,23
55,9,Carlos Sainz,Ferrari,1:18.983,1:18.469,1:19.408,22
14,10,Fernando Alonso,Alpine Renault,1:19.192,1:18.815,DNF,15
10,11,Pierre Gasly,AlphaTauri RBPT,1:19.580,1:19.226,,19
77,12,Valtteri Bottas,Alfa Romeo Ferrari,1:19.251,1:19.410,,13
22,13,Yuki Tsunoda,AlphaTauri RBPT,1:19.742,1:19.424,,17
24,14,Guanyu Zhou,Alfa Romeo Ferrari,1:19.910,1:20.155,,16
47,15,Mick Schumacher,Haas Ferrari,1:20.104,1:20.465,,19
23,DQ,Alexander Albon,Williams Mercedes,1:20.135,,,11
20,16,Kevin Magnussen,Haas Ferrari,1:20.254,,,11
5,17,Sebastian Vettel,Aston Martin Aramco Mercedes,1:21.149,,,3
6,18,Nicholas Latifi,Williams Mercedes,1:21.372,,,8
18,NC,Lance Stroll,Aston Martin Aramco Mercedes,DNF,,,2
