,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:17.868
1,2,Max Verstappen,Red Bull Racing RBPT,1:18.154
11,3,Sergio Perez,Red Bull Racing RBPT,1:18.240
4,4,Lando Norris,McLaren Mercedes,1:18.703
44,5,Lewis Hamilton,Mercedes,1:18.825
63,6,George Russell,Mercedes,1:18.933
3,7,Daniel Ricciardo,McLaren Mercedes,1:19.032
31,8,Esteban Ocon,Alpine Renault,1:19.061
55,9,Carlos Sainz,Ferrari,1:19.408
14,10,Fernando Alonso,Alpine Renault,
10,11,Pierre Gasly,AlphaTauri RBPT,1:19.226
77,12,Valtteri Bottas,Alfa Romeo Ferrari,1:19.410
22,13,Yuki Tsunoda,AlphaTauri RBPT,1:19.424
24,14,Guanyu Zhou,Alfa Romeo Ferrari,1:20.155
47,15,Mick Schumacher,Haas Ferrari,1:20.465
20,16,Kevin Magnussen,Haas Ferrari,1:20.254
5,17,Sebastian Vettel,Aston Martin Aramco Mercedes,1:21.149
6,18,Nicholas Latifi,Williams Mercedes,1:21.372
18,19,Lance Stroll,Aston Martin Aramco Mercedes,
23,20,Alexander Albon,Williams Mercedes,
