,Position,Driver,Car,Laps,Time,Points
16,1,Charles Leclerc,Ferrari,58,1:27:46.548,26
11,2,Sergio Perez,Red Bull Racing RBPT,58,+20.524s,18
63,3,George Russell,Mercedes,58,+25.593s,15
44,4,Lewis Hamilton,Mercedes,58,+28.543s,12
4,5,Lando Norris,McLaren Mercedes,58,+53.303s,10
3,6,Daniel Ricciardo,McLaren Mercedes,58,+53.737s,8
31,7,Esteban Ocon,Alpine Renault,58,+61.683s,6
77,8,Valtteri Bottas,Alfa Romeo Ferrari,58,+68.439s,4
10,9,Pierre Gasly,AlphaTauri RBPT,58,+76.221s,2
23,10,Alexander Albon,Williams Mercedes,58,+79.382s,1
24,11,Guanyu Zhou,Alfa Romeo Ferrari,58,+81.695s,0
18,12,Lance Stroll,Aston Martin Aramco Mercedes,58,+88.598s,0
47,13,Mick Schumacher,Haas Ferrari,57,+1 lap,0
20,14,Kevin Magnussen,Haas Ferrari,57,+1 lap,0
22,15,Yuki Tsunoda,AlphaTauri RBPT,57,+1 lap,0
6,16,Nicholas Latifi,Williams Mercedes,57,+1 lap,0
14,17,Fernando Alonso,Alpine Renault,57,+1 lap,0
1,NC,Max Verstappen,Red Bull Racing RBPT,38,DNF,0
5,NC,Sebastian Vettel,Aston Martin Aramco Mercedes,22,DNF,0
55,NC,Carlos Sainz,Ferrari,1,DNF,0
