,Position,Driver,Car,Time / Gap,Laps
55,1,Carlos Sainz,Ferrari,1:19.806,24
16,2,Charles Leclerc,Ferrari,+0.571s,21
11,3,Sergio Perez,Red Bull Racing RBPT,+0.593s,20
1,4,Max Verstappen,Red Bull Racing RBPT,+0.820s,22
4,5,Lando Norris,McLaren Mercedes,+1.072s,22
31,6,Esteban Ocon,Alpine Renault,+1.198s,27
44,7,Lewis Hamilton,Mercedes,+1.221s,26
3,8,Daniel Ricciardo,McLaren Mercedes,+1.349s,23
14,9,Fernando Alonso,Alpine Renault,+1.423s,21
77,10,Valtteri Bottas,Alfa Romeo Ferrari,+1.441s,23
22,11,Yuki Tsunoda,AlphaTauri RBPT,+1.483s,26
63,12,George Russell,Mercedes,+1.651s,26
5,13,Sebastian Vettel,Aston Martin Aramco Mercedes,+1.855s,18
10,14,Pierre Gasly,AlphaTauri RBPT,+1.895s,26
24,15,Guanyu Zhou,Alfa Romeo Ferrari,+2.015s,21
18,16,Lance Stroll,Aston Martin Aramco Mercedes,+2.063s,24
23,17,Alexander Albon,Williams Mercedes,+2.948s,25
20,18,Kevin Magnussen,Haas Ferrari,+3.380s,18
6,19,Nicholas Latifi,Williams Mercedes,+4.118s,25
47,20,Mick Schumacher,Haas Ferrari,+4.543s,15
