,Position,Driver,Car,Time / Gap
2,1,Alain Prost,Williams Renault,1:16.841
0,2,Damon Hill,Williams Renault,+0.351s
8,3,Ayrton Senna,McLaren Ford,+1.886s
27,4,Jean Alesi,Ferrari,+2.120s
5,5,Michael Schumacher,Benetton Ford,+2.551s
12,6,Johnny Herbert,Lotus Ford,+2.592s
7,7,Michael Andretti,McLaren Ford,+2.668s
29,8,Karl Wendlinger,Sauber,+2.674s
6,9,Riccardo Patrese,Benetton Ford,+2.880s
20,10,Erik Comas,Larrousse Lamborghini,+3.014s
14,11,Rubens Barrichello,Jordan Hart,+3.095s
19,12,Philippe Alliot,Larrousse Lamborghini,+3.390s
26,13,Mark Blundell,Ligier Renault,+3.475s
28,14,Gerhard Berger,Ferrari,+3.687s
10,15,Aguri Suzuki,Footwork Mugen Honda,+3.744s
25,16,Martin Brundle,Ligier Renault,+3.875s
30,17,Jyrki Jarvilehto,Sauber,+3.883s
11,18,Alessandro Zanardi,Lotus Ford,+3.916s
9,19,Derek Warwick,Footwork Mugen Honda,+3.923s
23,20,Christian Fittipaldi,Minardi Ford,+4.092s
22,21,Luca Badoer,Lola Ferrari,+4.648s
3,22,Ukyo Katayama,Tyrrell Yamaha,+4.680s
15,23,Ivan Capelli,Jordan Hart,+5.068s
24,24,Fabrizio Barbazza,Minardi Ford,+5.267s
4,25,Andrea de Cesaris,Tyrrell Yamaha,+5.379s
21,26,Michele Alboreto,Lola Ferrari,+6.563s
