,Position,Driver,Car,Time
10,1,Juan Pablo Montoya,McLaren Mercedes,1:21.054
5,2,Fernando Alonso,Renault,1:21.319
3,3,Jenson Button,BAR Honda,1:21.369
4,4,Takuma Sato,BAR Honda,1:21.477
16,5,Jarno Trulli,Toyota,1:21.640
1,6,Michael Schumacher,Ferrari,1:21.721
2,7,Rubens Barrichello,Ferrari,1:21.962
6,8,Giancarlo Fisichella,Renault,1:22.068
17,9,Ralf Schumacher,Toyota,1:22.266
14,10,David Coulthard,RBR Cosworth,1:22.304
9,11,Kimi Räikkönen,McLaren Mercedes,1:20.878
11,12,Jacques Villeneuve,Sauber Petronas,1:22.356
15,13,Christian Klien,RBR Cosworth,1:22.532
7,14,Mark Webber,Williams BMW,1:22.560
12,15,Felipe Massa,Sauber Petronas,1:23.060
8,16,Antonio Pizzonia,Williams BMW,1:23.291
18,17,Tiago Monteiro,Jordan Toyota,1:24.666
20,18,Robert Doornbos,Minardi Cosworth,1:24.904
19,19,Narain Karthikeyan,Jordan Toyota,1:25.859
21,20,Christijan Albers,Minardi Cosworth,1:26.964
