,Position,Driver,Car,Time / Gap,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,1:20.916,8
10,2,Juan Pablo Montoya,McLaren Mercedes,+0.402s,10
4,3,Takuma Sato,BAR Honda,+0.483s,13
5,4,Fernando Alonso,Renault,+0.632s,13
16,5,Jarno Trulli,Toyota,+0.968s,14
6,6,Giancarlo Fisichella,Renault,+1.035s,12
7,7,Mark Webber,Williams BMW,+1.150s,7
14,8,David Coulthard,RBR Cosworth,+1.375s,16
15,9,Christian Klien,RBR Cosworth,+1.429s,12
1,10,Michael Schumacher,Ferrari,+1.479s,14
2,11,Rubens Barrichello,Ferrari,+1.521s,13
3,12,Jenson Button,BAR Honda,+1.642s,13
11,13,Jacques Villeneuve,Sauber Petronas,+1.785s,12
17,14,Ralf Schumacher,Toyota,+1.794s,11
8,15,Antonio Pizzonia,Williams BMW,+1.907s,10
12,16,Felipe Massa,Sauber Petronas,+2.473s,12
18,17,Tiago Monteiro,Jordan Toyota,+2.556s,15
20,18,Robert Doornbos,Minardi Cosworth,+2.760s,14
21,19,Christijan Albers,Minardi Cosworth,+3.188s,12
19,20,Narain Karthikeyan,Jordan Toyota,+3.856s,11
