,Position,Driver,Car,Time / Gap,Laps
27,1,Jean Alesi,Ferrari,1:58.207,14
30,2,Heinz-Harald Frentzen,Sauber Ford,+0.174s,16
15,3,Eddie Irvine,Jordan Peugeot,+0.917s,10
1,4,Michael Schumacher,Benetton Renault,+1.069s,14
6,5,David Coulthard,Williams Renault,+1.494s,15
14,6,Rubens Barrichello,Jordan Peugeot,+2.099s,11
8,7,Mika Hakkinen,McLaren Mercedes,+2.106s,11
4,8,Mika Salo,Tyrrell Yamaha,+2.404s,6
28,9,Gerhard Berger,Ferrari,+2.468s,9
12,10,Jos Verstappen,Simtek Ford,+3.086s,7
24,11,Luca Badoer,Minardi Ford,+3.657s,9
9,12,Gianni Morbidelli,Footwork Hart,+3.740s,7
7,13,Mark Blundell,McLaren Mercedes,+4.204s,14
3,14,Ukyo Katayama,Tyrrell Yamaha,+5.340s,9
11,15,Domenico Schiattarella,Simtek Ford,+5.396s,7
23,16,Pierluigi Martini,Minardi Ford,+5.556s,9
29,17,Karl Wendlinger,Sauber Ford,+5.832s,12
2,18,Johnny Herbert,Benetton Renault,+7.022s,5
17,19,Andrea Montermini,Pacific Ilmor,+10.598s,6
16,20,Bertrand Gachot,Pacific Ilmor,+12.817s,11
10,21,Taki Inoue,Footwork Hart,+13.476s,4
22,22,Roberto Moreno,Forti Ford,+15.641s,11
25,23,Aguri Suzuki,Ligier Mugen Honda,+17.900s,2
21,24,Pedro Diniz,Forti Ford,+18.835s,2
5,25,Damon Hill,Williams Renault,+150.849s,4
26,26,Olivier Panis,Ligier Mugen Honda,+1332.707s,1
