,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,71,1:51:39.531,10
27,2,Jean Alesi,Ferrari,71,+7.136s,6
1,3,Michael Schumacher,Benetton Renault,71,+32.888s,4
2,4,Johnny Herbert,Benetton Renault,70,+1 lap,3
30,5,Heinz-Harald Frentzen,Sauber Ford,69,+2 laps,2
28,6,Gerhard Berger,Ferrari,69,+2 laps,1
26,7,Olivier Panis,Ligier Mugen Honda,69,+2 laps,0
3,8,Ukyo Katayama,Tyrrell Yamaha,68,+3 laps,0
11,9,Domenico Schiattarella,Simtek Ford,67,+4 laps,0
21,NC,Pedro Diniz,Forti Ford,62,OK,0
22,NC,Roberto Moreno,Forti Ford,62,OK,0
4,NC,Mika Salo,Tyrrell Yamaha,48,OK,0
25,NC,Aguri Suzuki,Ligier Mugen Honda,47,OK,0
23,NC,Pierluigi Martini,Minardi Ford,44,OK,0
9,NC,Gianni Morbidelli,Footwork Hart,43,OK,0
10,NC,Taki Inoue,Footwork Hart,40,OK,0
14,NC,Rubens Barrichello,Jordan Peugeot,33,OK,0
12,NC,Jos Verstappen,Simtek Ford,23,OK,0
6,NC,David Coulthard,Williams Renault,16,OK,0
7,NC,Mark Blundell,McLaren Mercedes,9,OK,0
15,NC,Eddie Irvine,Jordan Peugeot,6,OK,0
17,NC,Andrea Montermini,Pacific Ilmor,1,OK,0
