,Position,Driver,Car,Time,Laps
1,1,Michael Schumacher,Ferrari,1:15.022,6
3,2,Juan Pablo Montoya,Williams BMW,1:15.639,6
10,3,Takuma Sato,BAR Honda,1:15.809,6
7,4,Jarno Trulli,Renault,1:16.144,6
2,5,Rubens Barrichello,Ferrari,1:16.272,6
4,6,Ralf Schumacher,Williams BMW,1:16.293,6
17,7,Olivier Panis,Toyota,1:16.313,6
8,8,Fernando Alonso,Renault,1:16.422,6
14,9,Mark Webber,Jaguar Cosworth,1:16.514,6
5,10,David Coulthard,McLaren Mercedes,1:16.636,6
16,11,Cristiano da Matta,Toyota,1:17.038,6
11,12,Giancarlo Fisichella,Sauber Petronas,1:17.444,6
6,13,Kimi Räikkönen,McLaren Mercedes,1:17.445,6
9,14,Jenson Button,BAR Honda,1:17.575,6
18,15,Nick Heidfeld,Jordan Ford,1:17.802,6
15,16,Christian Klien,Jaguar Cosworth,1:17.812,6
12,17,Felipe Massa,Sauber Petronas,1:17.866,6
20,18,Gianmaria Bruni,Minardi Cosworth,1:19.817,6
19,19,Giorgio Pantano,Jordan Ford,1:20.607,6
21,20,Zsolt Baumgartner,Minardi Cosworth,1:21.470,6
