,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,12,1:17.450,215.070
9,2,Jenson Button,BAR Honda,46,1:17.495,214.945
8,3,Fernando Alonso,Renault,27,1:17.556,214.776
10,4,Takuma Sato,BAR Honda,47,1:17.678,214.439
2,5,Rubens Barrichello,Ferrari,16,1:17.887,213.863
7,6,Jarno Trulli,Renault,12,1:18.178,213.067
3,7,Juan Pablo Montoya,Williams BMW,28,1:18.262,212.838
4,8,Ralf Schumacher,Williams BMW,27,1:18.548,212.063
14,9,Mark Webber,Jaguar Cosworth,11,1:18.617,211.877
12,10,Felipe Massa,Sauber Petronas,43,1:18.819,211.334
6,11,Kimi Räikkönen,McLaren Mercedes,48,1:18.842,211.273
18,12,Nick Heidfeld,Jordan Ford,25,1:18.971,210.928
11,13,Giancarlo Fisichella,Sauber Petronas,37,1:19.062,210.685
16,14,Cristiano da Matta,Toyota,29,1:19.112,210.552
15,15,Christian Klien,Jaguar Cosworth,18,1:19.142,210.472
5,16,David Coulthard,McLaren Mercedes,38,1:19.175,210.384
17,17,Olivier Panis,Toyota,10,1:19.199,210.320
19,18,Giorgio Pantano,Jordan Ford,27,1:19.896,208.486
20,19,Gianmaria Bruni,Minardi Cosworth,3,1:22.323,202.339
21,20,Zsolt Baumgartner,Minardi Cosworth,8,1:23.390,199.750
