,Position,Driver,Car,Time / Gap,Laps
10,1,Takuma Sato,BAR Honda,1:14.836,13
1,2,Michael Schumacher,Ferrari,+0.189s,11
3,3,Juan Pablo Montoya,Williams BMW,+0.396s,13
7,4,Jarno Trulli,Renault,+0.621s,15
2,5,Rubens Barrichello,Ferrari,+0.704s,12
9,6,Jenson Button,BAR Honda,+0.791s,11
5,7,David Coulthard,McLaren Mercedes,+0.932s,13
8,8,Fernando Alonso,Renault,+1.038s,12
14,9,Mark Webber,Jaguar Cosworth,+1.059s,24
16,10,Cristiano da Matta,Toyota,+1.059s,18
6,11,Kimi Räikkönen,McLaren Mercedes,+1.147s,7
4,12,Ralf Schumacher,Williams BMW,+1.472s,17
15,13,Christian Klien,Jaguar Cosworth,+1.812s,24
18,14,Nick Heidfeld,Jordan Ford,+1.910s,12
11,15,Giancarlo Fisichella,Sauber Petronas,+2.309s,12
12,16,Felipe Massa,Sauber Petronas,+2.446s,6
19,17,Giorgio Pantano,Jordan Ford,+2.829s,14
17,18,Olivier Panis,Toyota,+3.556s,5
21,19,Zsolt Baumgartner,Minardi Cosworth,+5.613s,10
20,20,Gianmaria Bruni,Minardi Cosworth,+6.169s,6
