,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,66,1:27:32.841,10
2,2,Rubens Barrichello,Ferrari,66,+13.290s,8
7,3,Jarno Trulli,Renault,66,+32.294s,6
8,4,Fernando Alonso,Renault,66,+32.952s,5
10,5,Takuma Sato,BAR Honda,66,+42.327s,4
4,6,Ralf Schumacher,Williams BMW,66,+73.804s,3
11,7,Giancarlo Fisichella,Sauber Petronas,66,+77.108s,2
9,8,Jenson Button,BAR Honda,65,+1 lap,1
12,9,Felipe Massa,Sauber Petronas,65,+1 lap,0
5,10,David Coulthard,McLaren Mercedes,65,+1 lap,0
6,11,Kimi Räikkönen,McLaren Mercedes,65,+1 lap,0
14,12,Mark Webber,Jaguar Cosworth,65,+1 lap,0
16,13,Cristiano da Matta,Toyota,65,+1 lap,0
19,NC,Giorgio Pantano,Jordan Ford,51,DNF,0
3,NC,Juan Pablo Montoya,Williams BMW,46,DNF,0
15,NC,Christian Klien,Jaguar Cosworth,43,DNF,0
17,NC,Olivier Panis,Toyota,33,DNF,0
18,NC,Nick Heidfeld,Jordan Ford,33,DNF,0
20,NC,Gianmaria Bruni,Minardi Cosworth,31,DNF,0
21,NC,Zsolt Baumgartner,Minardi Cosworth,17,DNF,0
