,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:15.022
3,2,Juan Pablo Montoya,Williams BMW,1:15.639
10,3,Takuma Sato,BAR Honda,1:15.809
7,4,Jarno Trulli,Renault,1:16.144
2,5,Rubens Barrichello,Ferrari,1:16.272
4,6,Ralf Schumacher,Williams BMW,1:16.293
17,7,Olivier Panis,Toyota,1:16.313
8,8,Fernando Alonso,Renault,1:16.422
14,9,Mark Webber,Jaguar Cosworth,1:16.514
5,10,David Coulthard,McLaren Mercedes,1:16.636
16,11,Cristiano da Matta,Toyota,1:17.038
11,12,Giancarlo Fisichella,Sauber Petronas,1:17.444
6,13,Kimi Räikkönen,McLaren Mercedes,1:17.445
9,14,Jenson Button,BAR Honda,1:17.575
18,15,Nick Heidfeld,Jordan Ford,1:17.802
15,16,Christian Klien,Jaguar Cosworth,1:17.812
12,17,Felipe Massa,Sauber Petronas,1:17.866
20,18,Gianmaria Bruni,Minardi Cosworth,1:19.817
19,19,Giorgio Pantano,Jordan Ford,1:20.607
21,20,Zsolt Baumgartner,Minardi Cosworth,1:21.470
