,Position,Driver,Car,Laps,Time,Points
12,1,Niki Lauda,Ferrari,70,1:43:53.980,9
3,2,Jody Scheckter,Tyrrell Ford,70,+19.220s,6
7,3,Carlos Reutemann,Brabham Ford,70,+41.820s,4
4,4,Patrick Depailler,Tyrrell Ford,70,+60.080s,3
11,5,Clay Regazzoni,Ferrari,70,+63.860s,2
16,6,Tom Pryce,Shadow Ford,70,+88.450s,1
1,7,Emerson Fittipaldi,McLaren Ford,69,+1 lap,0
8,8,Carlos Pace,Brabham Ford,69,+1 lap,0
14,9,Bob Evans,BRM,68,+2 laps,0
18,10,John Watson,Surtees Ford,68,+2 laps,0
28,11,Mark Donohue,Penske Ford,67,+3 laps,0
30,12,Wilson Fittipaldi,Fittipaldi Ford,67,+3 laps,0
22,NC,Francois  Migault,Hill Ford,57,DNF,0
9,NC,Vittorio Brambilla,March Ford,54,DNF,0
6,NC,Jacky Ickx,Lotus Ford,52,DNF,0
5,NC,Ronnie Peterson,Lotus Ford,36,DNF,0
10,NC,Lella Lombardi,March Ford,18,DNF,0
21,NC,Jacques Laffite,Frank Williams Racing Cars/Williams,18,DNF,0
23,NC,Tony Brise,Hill Ford,17,DNF,0
24,NC,James Hunt,Hesketh Ford,15,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,13,DNF,0
20,NC,Arturo Merzario,Frank Williams Racing Cars/Williams,2,DNF,0
26,NC,Alan  Jones,Hesketh Ford,1,DNF,0
2,NC,Jochen Mass,McLaren Ford,0,DNF,0
