,Position,Driver,Car,Time / Gap,Laps
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:42.795,35
7,2,Kimi Räikkönen,Ferrari,+0.069s,33
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.116s,27
77,4,Valtteri Bottas,Mercedes,+0.775s,25
44,5,Lewis Hamilton,Mercedes,+0.808s,31
14,6,Fernando Alonso,McLaren Renault,+0.905s,34
31,7,Esteban Ocon,Force India Mercedes,+1.019s,30
55,8,Carlos Sainz,Renault,+1.039s,36
20,9,Kevin Magnussen,Haas Ferrari,+1.182s,29
27,10,Nico Hulkenberg,Renault,+1.296s,33
5,11,Sebastian Vettel,Ferrari,+1.332s,38
11,12,Sergio Perez,Force India Mercedes,+1.347s,31
8,13,Romain Grosjean,Haas Ferrari,+1.630s,27
18,14,Lance Stroll,Williams Mercedes,+1.664s,31
10,15,Pierre Gasly,Scuderia Toro Rosso Honda,+1.917s,39
16,16,Charles Leclerc,Sauber Ferrari,+2.145s,30
35,17,Sergey Sirotkin,Williams Mercedes,+2.212s,33
28,18,Brendon Hartley,Scuderia Toro Rosso Honda,+2.256s,36
2,19,Stoffel Vandoorne,McLaren Renault,+2.493s,29
9,20,Marcus Ericsson,Sauber Ferrari,+3.247s,9
