,Position,Driver,Car,Time
5,1,Sebastian Vettel,Ferrari,1:41.498
44,2,Lewis Hamilton,Mercedes,1:41.677
77,3,Valtteri Bottas,Mercedes,1:41.837
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:41.911
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:41.994
7,6,Kimi Räikkönen,Ferrari,1:42.490
31,7,Esteban Ocon,Force India Mercedes,1:42.523
11,8,Sergio Perez,Force India Mercedes,1:42.547
55,9,Carlos Sainz,Renault,1:43.351
18,10,Lance Stroll,Williams Mercedes,1:43.585
35,11,Sergey Sirotkin,Williams Mercedes,1:43.886
14,12,Fernando Alonso,McLaren Renault,1:44.019
16,13,Charles Leclerc,Sauber Ferrari,1:44.074
27,14,Nico Hulkenberg,Renault,1:43.066
20,15,Kevin Magnussen,Haas Ferrari,1:44.759
2,16,Stoffel Vandoorne,McLaren Renault,1:44.489
10,17,Pierre Gasly,Scuderia Toro Rosso Honda,1:44.496
9,18,Marcus Ericsson,Sauber Ferrari,1:45.541
28,19,Brendon Hartley,Scuderia Toro Rosso Honda,1:57.354
8,20,Romain Grosjean,Haas Ferrari,
