,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:44.242,26
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.035s,24
11,3,Sergio Perez,Force India Mercedes,+0.833s,26
44,4,Lewis Hamilton,Mercedes,+0.958s,24
31,5,Esteban Ocon,Force India Mercedes,+0.995s,29
33,6,Max Verstappen,Red Bull Racing TAG Heuer,+1.317s,11
14,7,Fernando Alonso,McLaren Renault,+2.223s,25
35,8,Sergey Sirotkin,Williams Mercedes,+2.238s,28
10,9,Pierre Gasly,Scuderia Toro Rosso Honda,+2.250s,18
5,10,Sebastian Vettel,Ferrari,+2.271s,18
18,11,Lance Stroll,Williams Mercedes,+2.348s,26
28,12,Brendon Hartley,Scuderia Toro Rosso Honda,+2.505s,32
27,13,Nico Hulkenberg,Renault,+2.507s,11
8,14,Romain Grosjean,Haas Ferrari,+2.614s,23
7,15,Kimi Räikkönen,Ferrari,+2.619s,10
16,16,Charles Leclerc,Sauber Ferrari,+2.633s,21
9,17,Marcus Ericsson,Sauber Ferrari,+2.831s,21
20,18,Kevin Magnussen,Haas Ferrari,+3.192s,18
2,19,Stoffel Vandoorne,McLaren Renault,+3.725s,21
55,20,Carlos Sainz,Renault,+4.499s,11
