,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:43.091,17
44,2,Lewis Hamilton,Mercedes,+0.361s,16
7,3,Kimi Räikkönen,Ferrari,+0.402s,17
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.428s,17
77,5,Valtteri Bottas,Mercedes,+0.478s,20
11,6,Sergio Perez,Force India Mercedes,+0.845s,9
20,7,Kevin Magnussen,Haas Ferrari,+0.867s,11
18,8,Lance Stroll,Williams Mercedes,+1.032s,8
31,9,Esteban Ocon,Force India Mercedes,+1.129s,11
35,10,Sergey Sirotkin,Williams Mercedes,+1.443s,9
14,11,Fernando Alonso,McLaren Renault,+1.672s,12
3,12,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.770s,17
10,13,Pierre Gasly,Scuderia Toro Rosso Honda,+1.814s,16
16,14,Charles Leclerc,Sauber Ferrari,+2.127s,15
8,15,Romain Grosjean,Haas Ferrari,+2.170s,12
55,16,Carlos Sainz,Renault,+2.341s,15
27,17,Nico Hulkenberg,Renault,+2.365s,11
2,18,Stoffel Vandoorne,McLaren Renault,+2.414s,13
9,19,Marcus Ericsson,Sauber Ferrari,+2.819s,17
28,20,Brendon Hartley,Scuderia Toro Rosso Honda,+3.095s,11
