,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Felipe Massa,Ferrari,50,1:15.154,159.991
22,2,Jenson Button,Brawn Mercedes,49,1:15.190,159.914
14,3,Mark Webber,RBR Renault,45,1:15.321,159.636
7,4,Fernando Alonso,Renault,64,1:15.371,159.530
4,5,Kimi Räikkönen,Ferrari,47,1:15.382,159.507
2,6,Heikki Kovalainen,McLaren Mercedes,48,1:15.672,158.896
23,7,Rubens Barrichello,Brawn Mercedes,46,1:15.685,158.868
1,8,Lewis Hamilton,McLaren Mercedes,65,1:15.706,158.824
16,9,Nico Rosberg,Williams Toyota,48,1:15.772,158.686
17,10,Kazuki Nakajima,Williams Toyota,73,1:15.792,158.644
9,11,Jarno Trulli,Toyota,57,1:16.011,158.187
10,12,Timo Glock,Toyota,72,1:16.066,158.073
11,13,Sebastien Bourdais,STR Ferrari,47,1:16.178,157.840
20,14,Adrian Sutil,Force India Mercedes,66,1:16.245,157.702
6,15,Nick Heidfeld,Sauber BMW,49,1:16.268,157.654
21,16,Giancarlo Fisichella,Force India Mercedes,74,1:16.419,157.343
5,17,Robert Kubica,Sauber BMW,25,1:17.558,155.032
15,18,Sebastian Vettel,RBR Renault,15,1:17.634,154.880
8,19,Nelson Piquet,Renault,7,1:18.514,153.144
12,20,Sebastien Buemi,STR Ferrari,7,1:18.582,153.012
