,Position,Driver,Car,Time / Gap,Laps
7,1,Fernando Alonso,Renault,1:15.164,24
22,2,Jenson Button,Brawn Mercedes,+0.069s,29
2,3,Heikki Kovalainen,McLaren Mercedes,+0.114s,24
23,4,Rubens Barrichello,Brawn Mercedes,+0.122s,26
3,5,Felipe Massa,Ferrari,+0.129s,23
4,6,Kimi Räikkönen,Ferrari,+0.218s,25
1,7,Lewis Hamilton,McLaren Mercedes,+0.225s,23
15,8,Sebastian Vettel,RBR Renault,+0.558s,23
16,9,Nico Rosberg,Williams Toyota,+0.594s,23
14,10,Mark Webber,RBR Renault,+0.821s,24
17,11,Kazuki Nakajima,Williams Toyota,+0.939s,22
20,12,Adrian Sutil,Force India Mercedes,+1.064s,20
11,13,Sebastien Bourdais,STR Ferrari,+1.137s,23
21,14,Giancarlo Fisichella,Force India Mercedes,+1.153s,29
8,15,Nelson Piquet,Renault,+1.218s,27
12,16,Sebastien Buemi,STR Ferrari,+1.268s,22
10,17,Timo Glock,Toyota,+1.363s,29
5,18,Robert Kubica,Sauber BMW,+1.435s,26
6,19,Nick Heidfeld,Sauber BMW,+1.497s,22
9,20,Jarno Trulli,Toyota,+1.646s,26
