,Position,Driver,Car,Time / Gap,Laps
35,1,Pedro de la Rosa,McLaren Mercedes,1:21.060,17
38,2,Ricardo Zonta,Toyota,+0.114s,21
3,3,Jenson Button,BAR Honda,+0.745s,6
1,4,Michael Schumacher,Ferrari,+1.025s,14
37,5,Christian Klien,RBR Cosworth,+1.676s,20
4,6,Takuma Sato,BAR Honda,+1.885s,6
9,7,Kimi Räikkönen,McLaren Mercedes,+1.902s,5
8,8,Nick Heidfeld,Williams BMW,+2.026s,8
10,9,Alexander Wurz,McLaren Mercedes,+2.331s,5
7,10,Mark Webber,Williams BMW,+2.472s,8
2,11,Rubens Barrichello,Ferrari,+2.737s,10
15,12,Vitantonio Liuzzi,RBR Cosworth,+2.992s,22
14,13,David Coulthard,RBR Cosworth,+3.066s,8
12,14,Felipe Massa,Sauber Petronas,+3.115s,13
11,15,Jacques Villeneuve,Sauber Petronas,+3.195s,8
19,16,Narain Karthikeyan,Jordan Toyota,+3.452s,18
18,17,Tiago Monteiro,Jordan Toyota,+4.197s,16
39,18,Robert Doornbos,Jordan Toyota,+4.495s,26
17,19,Ralf Schumacher,Toyota,+5.273s,4
21,20,Christijan Albers,Minardi Cosworth,+6.293s,10
20,21,Patrick Friesacher ,Minardi Cosworth,+6.351s,13
6,22,Giancarlo Fisichella,Renault,,2
5,23,Fernando Alonso,Renault,,2
16,24,Jarno Trulli,Toyota,,1
