,Position,Driver,Car,Time
9,1,Kimi Räikkönen,McLaren Mercedes,2:42.880
5,2,Fernando Alonso,Renault,2:43.441
3,3,Jenson Button,BAR Honda,2:44.105
7,4,Mark Webber,Williams BMW,2:44.511
16,5,Jarno Trulli,Toyota,2:44.518
4,6,Takuma Sato,BAR Honda,2:44.658
10,7,Alexander Wurz,McLaren Mercedes,2:44.689
8,8,Nick Heidfeld,Williams BMW,2:45.196
2,9,Rubens Barrichello,Ferrari,2:45.243
17,10,Ralf Schumacher,Toyota,2:45.416
11,11,Jacques Villeneuve,Sauber Petronas,2:46.259
6,12,Giancarlo Fisichella,Renault,2:46.710
1,13,Michael Schumacher,Ferrari,2:47.244
14,14,David Coulthard,RBR Cosworth,2:48.070
15,15,Vitantonio Liuzzi,RBR Cosworth,2:48.155
19,16,Narain Karthikeyan,Jordan Toyota,2:52.099
18,17,Tiago Monteiro,Jordan Toyota,2:54.252
12,18,Felipe Massa,Sauber Petronas,2:44.930
20,19,Patrick Friesacher ,Minardi Cosworth,2:57.048
21,20,Christijan Albers,Minardi Cosworth,1:25.921
