,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:21.356,8
2,2,Rubens Barrichello,Ferrari,+1.529s,14
12,3,Felipe Massa,Sauber Petronas,+1.615s,6
9,4,Kimi Räikkönen,McLaren Mercedes,+2.367s,6
7,5,Mark Webber,Williams BMW,+2.432s,4
15,6,Vitantonio Liuzzi,RBR Cosworth,+2.538s,17
6,7,Giancarlo Fisichella,Renault,+2.764s,3
17,8,Ralf Schumacher,Toyota,+2.800s,4
10,9,Alexander Wurz,McLaren Mercedes,+2.906s,7
8,10,Nick Heidfeld,Williams BMW,+2.985s,4
14,11,David Coulthard,RBR Cosworth,+3.167s,13
3,12,Jenson Button,BAR Honda,+3.401s,5
4,13,Takuma Sato,BAR Honda,+3.414s,6
19,14,Narain Karthikeyan,Jordan Toyota,+3.792s,5
18,15,Tiago Monteiro,Jordan Toyota,+3.841s,12
11,16,Jacques Villeneuve,Sauber Petronas,+4.037s,6
16,17,Jarno Trulli,Toyota,+4.374s,3
21,18,Christijan Albers,Minardi Cosworth,+6.302s,10
20,19,Patrick Friesacher ,Minardi Cosworth,+6.498s,7
