,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Renault,62,1:27:41.921,10
1,2,Michael Schumacher,Ferrari,62,+0.215s,8
10,3,Alexander Wurz,McLaren Mercedes,62,+27.554s,6
11,4,Jacques Villeneuve,Sauber Petronas,62,+64.442s,5
16,5,Jarno Trulli,Toyota,62,+70.258s,4
8,6,Nick Heidfeld,Williams BMW,62,+71.282s,3
7,7,Mark Webber,Williams BMW,62,+83.297s,2
15,8,Vitantonio Liuzzi,RBR Cosworth,62,+83.764s,1
17,9,Ralf Schumacher,Toyota,62,+95.841s,0
12,10,Felipe Massa,Sauber Petronas,61,+1 lap,0
14,11,David Coulthard,RBR Cosworth,61,+1 lap,0
19,12,Narain Karthikeyan,Jordan Toyota,61,+1 lap,0
18,13,Tiago Monteiro,Jordan Toyota,60,+2 laps,0
21,NC,Christijan Albers,Minardi Cosworth,20,DNF,0
2,NC,Rubens Barrichello,Ferrari,18,DNF,0
9,NC,Kimi Räikkönen,McLaren Mercedes,9,DNF,0
20,NC,Patrick Friesacher ,Minardi Cosworth,8,DNF,0
6,NC,Giancarlo Fisichella,Renault,5,DNF,0
