,Position,Driver,Car,Time / Gap,Laps
3,1,Jenson Button,BAR Honda,1:20.058,16
5,2,Fernando Alonso,Renault,+0.056s,8
9,3,Kimi Räikkönen,McLaren Mercedes,+0.151s,10
1,4,Michael Schumacher,Ferrari,+0.260s,13
6,5,Giancarlo Fisichella,Renault,+0.293s,18
10,6,Alexander Wurz,McLaren Mercedes,+0.300s,11
7,7,Mark Webber,Williams BMW,+0.366s,6
8,8,Nick Heidfeld,Williams BMW,+0.373s,6
4,9,Takuma Sato,BAR Honda,+0.392s,17
12,10,Felipe Massa,Sauber Petronas,+0.448s,11
17,11,Ralf Schumacher,Toyota,+0.744s,11
2,12,Rubens Barrichello,Ferrari,+0.793s,12
16,13,Jarno Trulli,Toyota,+1.047s,14
14,14,David Coulthard,RBR Cosworth,+1.078s,12
11,15,Jacques Villeneuve,Sauber Petronas,+1.485s,11
15,16,Vitantonio Liuzzi,RBR Cosworth,+2.130s,13
19,17,Narain Karthikeyan,Jordan Toyota,+2.906s,8
18,18,Tiago Monteiro,Jordan Toyota,+4.852s,5
