,Position,Driver,Car,Time,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,2:42.880,6
5,2,Fernando Alonso,Renault,2:43.441,6
3,3,Jenson Button,BAR Honda,2:44.105,6
7,4,Mark Webber,Williams BMW,2:44.511,6
16,5,Jarno Trulli,Toyota,2:44.518,6
4,6,Takuma Sato,BAR Honda,2:44.658,6
10,7,Alexander Wurz,McLaren Mercedes,2:44.689,6
12,8,Felipe Massa,Sauber Petronas,2:44.930,6
8,9,Nick Heidfeld,Williams BMW,2:45.196,6
2,10,Rubens Barrichello,Ferrari,2:45.243,6
17,11,Ralf Schumacher,Toyota,2:45.416,6
11,12,Jacques Villeneuve,Sauber Petronas,2:46.259,6
6,13,Giancarlo Fisichella,Renault,2:46.710,6
1,14,Michael Schumacher,Ferrari,2:47.244,6
14,15,David Coulthard,RBR Cosworth,2:48.070,6
15,16,Vitantonio Liuzzi,RBR Cosworth,2:48.155,6
19,17,Narain Karthikeyan,Jordan Toyota,2:52.099,6
18,18,Tiago Monteiro,Jordan Toyota,2:54.252,6
20,19,Patrick Friesacher ,Minardi Cosworth,2:57.048,6
21,20,Christijan Albers,Minardi Cosworth,1:25.921,5
