,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,48,1:21.858,216.946
3,2,Jenson Button,BAR Honda,22,1:22.604,214.987
10,3,Alexander Wurz,McLaren Mercedes,24,1:23.023,213.902
5,4,Fernando Alonso,Renault,22,1:23.133,213.619
9,5,Kimi Räikkönen,McLaren Mercedes,8,1:23.296,213.201
4,6,Takuma Sato,BAR Honda,23,1:23.368,213.016
15,7,Vitantonio Liuzzi,RBR Cosworth,46,1:23.488,212.710
12,8,Felipe Massa,Sauber Petronas,37,1:23.602,212.420
8,9,Nick Heidfeld,Williams BMW,54,1:23.917,211.623
11,10,Jacques Villeneuve,Sauber Petronas,45,1:24.017,211.371
16,11,Jarno Trulli,Toyota,44,1:24.022,211.358
19,12,Narain Karthikeyan,Jordan Toyota,20,1:24.094,211.177
17,13,Ralf Schumacher,Toyota,19,1:24.230,210.836
7,14,Mark Webber,Williams BMW,17,1:24.419,210.364
2,15,Rubens Barrichello,Ferrari,13,1:24.435,210.325
14,16,David Coulthard,RBR Cosworth,22,1:24.641,209.813
18,17,Tiago Monteiro,Jordan Toyota,19,1:24.719,209.620
6,18,Giancarlo Fisichella,Renault,4,1:25.665,207.305
21,19,Christijan Albers,Minardi Cosworth,18,1:27.420,203.143
20,20,Patrick Friesacher ,Minardi Cosworth,5,1:28.334,201.041
