,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:42.584
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:43.115
44,3,Lewis Hamilton,Mercedes,1:43.288
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:43.328
7,5,Kimi Räikkönen,Ferrari,1:43.540
55,6,Carlos Sainz,Toro Rosso Ferrari,1:44.197
26,7,Daniil Kvyat,Toro Rosso Ferrari,1:44.469
27,8,Nico Hulkenberg,Force India Mercedes,1:44.479
14,9,Fernando Alonso,McLaren Honda,1:44.553
77,10,Valtteri Bottas,Williams Mercedes,1:44.740
19,11,Felipe Massa,Williams Mercedes,1:44.991
22,12,Jenson Button,McLaren Honda,1:45.144
21,13,Esteban Gutierrez ,Haas Ferrari,1:45.593
9,14,Marcus Ericsson,Sauber Ferrari,1:47.827
20,15,Kevin Magnussen,Renault,1:46.825
12,16,Felipe Nasr,Sauber Ferrari,1:46.860
11,17,Sergio Perez,Force India Mercedes,1:44.582
30,18,Jolyon Palmer,Renault,1:46.960
94,19,Pascal Wehrlein,MRT Mercedes,1:47.667
8,20,Romain Grosjean,Haas Ferrari,1:45.723
31,21,Esteban Ocon,MRT Mercedes,1:48.296
5,22,Sebastian Vettel,Ferrari,1:49.116
